"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2019","405.61","405.61","405.61","405.61","","0.32%"
"10/02/2019","404.30","404.30","404.30","404.30","","-0.98%"
"10/01/2019","408.30","408.30","408.30","408.30","","-0.26%"
"09/30/2019","409.38","409.38","409.38","409.38","","-0.24%"
"09/27/2019","410.35","410.35","410.35","410.35","","0.76%"
"09/26/2019","407.27","407.27","407.27","407.27","","0.22%"
"09/25/2019","406.37","406.37","406.37","406.37","","-0.34%"
"09/24/2019","407.74","407.74","407.74","407.74","","0.46%"
"09/23/2019","405.88","405.88","405.88","405.88","","-0.23%"
"09/20/2019","406.80","406.80","406.80","406.80","","-0.98%"
"09/19/2019","410.83","410.83","410.83","410.83","","-0.09%"
"09/18/2019","411.22","411.22","411.22","411.22","","0.16%"
"09/17/2019","410.57","410.57","410.57","410.57","","0.91%"
"09/16/2019","406.85","406.85","406.85","406.85","","0.34%"
"09/13/2019","405.48","405.48","405.48","405.48","","0.68%"
"09/12/2019","402.75","402.75","402.75","402.75","","0.26%"
"09/11/2019","401.70","401.70","401.70","401.70","","0.06%"
"09/10/2019","401.45","401.45","401.45","401.45","","0.02%"
"09/09/2019","401.35","401.35","401.35","401.35","","0.20%"
"09/06/2019","400.55","400.55","400.55","400.55","","-0.28%"
"09/05/2019","401.68","401.68","401.68","401.68","","-0.26%"
"09/04/2019","402.74","402.74","402.74","402.74","","0.15%"
"09/03/2019","402.14","402.14","402.14","402.14","","-0.61%"
"08/30/2019","404.60","404.60","404.60","404.60","","0.67%"
"08/29/2019","401.91","401.91","401.91","401.91","","0.46%"
"08/28/2019","400.07","400.07","400.07","400.07","","0.12%"
"08/27/2019","399.61","399.61","399.61","399.61","","-0.91%"
"08/26/2019","403.27","403.27","403.27","403.27","","-1.19%"
"08/23/2019","408.14","408.14","408.14","408.14","","-0.74%"
"08/22/2019","411.17","411.17","411.17","411.17","","0.63%"
"08/21/2019","408.60","408.60","408.60","408.60","","0.86%"
"08/20/2019","405.11","405.11","405.11","405.11","","0.30%"
"08/19/2019","403.89","403.89","403.89","403.89","","0.22%"
"08/16/2019","403.01","403.01","403.01","403.01","","0.27%"
"08/15/2019","401.91","401.91","401.91","401.91","","1.40%"
"08/14/2019","396.36","396.36","396.36","396.36","","0.06%"
"08/13/2019","396.13","396.13","396.13","396.13","","-1.33%"
"08/12/2019","401.47","401.47","401.47","401.47","","0.09%"
"08/09/2019","401.10","401.10","401.10","401.10","","-0.06%"
"08/08/2019","401.33","401.33","401.33","401.33","","1.28%"
"08/07/2019","396.25","396.25","396.25","396.25","","0.12%"
"08/06/2019","395.76","395.76","395.76","395.76","","-1.07%"
"08/05/2019","400.06","400.06","400.06","400.06","","-2.78%"
"08/02/2019","411.52","411.52","411.52","411.52","","-0.76%"
"08/01/2019","414.69","414.69","414.69","414.69","","1.00%"
"07/31/2019","410.59","410.59","410.59","410.59","","1.36%"
"07/30/2019","405.09","405.09","405.09","405.09","","-1.70%"
"07/29/2019","412.11","412.11","412.11","412.11","","0.01%"
"07/26/2019","412.07","412.07","412.07","412.07","","-0.14%"
"07/25/2019","412.66","412.66","412.66","412.66","","0.75%"
"07/24/2019","409.59","409.59","409.59","409.59","","0.38%"
"07/23/2019","408.05","408.05","408.05","408.05","","1.25%"
"07/22/2019","403.03","403.03","403.03","403.03","","-0.22%"
"07/19/2019","403.92","403.92","403.92","403.92","","1.14%"
"07/18/2019","399.35","399.35","399.35","399.35","","-1.16%"
"07/17/2019","404.04","404.04","404.04","404.04","","-0.10%"
"07/16/2019","404.43","404.43","404.43","404.43","","1.16%"
"07/15/2019","399.78","399.78","399.78","399.78","","-0.80%"
"07/12/2019","403.02","403.02","403.02","403.02","","-0.56%"
"07/11/2019","405.28","405.28","405.28","405.28","","0.12%"
"07/10/2019","404.79","404.79","404.79","404.79","","0.26%"
"07/09/2019","403.76","403.76","403.76","403.76","","0.10%"
"07/08/2019","403.36","403.36","403.36","403.36","","-1.28%"
"07/05/2019","408.60","408.60","408.60","408.60","","0.53%"
"07/04/2019","406.45","406.45","406.45","406.45","","1.37%"
"07/03/2019","400.96","400.96","400.96","400.96","","-0.26%"
"07/02/2019","401.99","401.99","401.99","401.99","","-0.43%"
"07/01/2019","403.72","403.72","403.72","403.72","","1.45%"
"06/28/2019","397.96","397.96","397.96","397.96","","1.06%"
"06/27/2019","393.80","393.80","393.80","393.80","","-1.65%"
"06/26/2019","400.41","400.41","400.41","400.41","","0.13%"
"06/25/2019","399.91","399.91","399.91","399.91","","-0.17%"
"06/24/2019","400.58","400.58","400.58","400.58","","0.34%"
"06/21/2019","399.24","399.24","399.24","399.24","","-0.10%"
"06/20/2019","399.64","399.64","399.64","399.64","","0.59%"
"06/19/2019","397.30","397.30","397.30","397.30","","0.96%"
"06/18/2019","393.52","393.52","393.52","393.52","","-0.35%"
"06/17/2019","394.90","394.90","394.90","394.90","","-1.25%"
"06/14/2019","399.91","399.91","399.91","399.91","","0.26%"
"06/13/2019","398.87","398.87","398.87","398.87","","-0.60%"
"06/12/2019","401.28","401.28","401.28","401.28","","-0.85%"
"06/11/2019","404.72","404.72","404.72","404.72","","-0.29%"
"06/10/2019","405.91","405.91","405.91","405.91","","0.43%"
"06/07/2019","404.16","404.16","404.16","404.16","","0.97%"
"06/06/2019","400.29","400.29","400.29","400.29","","-0.65%"
"06/05/2019","402.90","402.90","402.90","402.90","","-0.09%"
"06/04/2019","403.25","403.25","403.25","403.25","","0.41%"
"06/03/2019","401.61","401.61","401.61","401.61","","-1.26%"
"05/31/2019","406.73","406.73","406.73","406.73","","-0.62%"
"05/30/2019","409.25","409.25","409.25","409.25","","-0.61%"
"05/29/2019","411.76","411.76","411.76","411.76","","0.42%"
"05/28/2019","410.05","410.05","410.05","410.05","","-0.77%"
"05/27/2019","413.23","413.23","413.23","413.23","","0.64%"
"05/24/2019","410.60","410.60","410.60","410.60","","-1.62%"
"05/23/2019","417.37","417.37","417.37","417.37","","-0.23%"
"05/22/2019","418.34","418.34","418.34","418.34","","-0.52%"
"05/21/2019","420.54","420.54","420.54","420.54","","-0.17%"
"05/20/2019","421.26","421.26","421.26","421.26","","0.95%"
"05/17/2019","417.30","417.30","417.30","417.30","","-0.30%"
"05/16/2019","418.57","418.57","418.57","418.57","","0.38%"
"05/15/2019","417.00","417.00","417.00","417.00","","0.98%"
"05/14/2019","412.95","412.95","412.95","412.95","","0.55%"
"05/13/2019","410.69","410.69","410.69","410.69","","0.58%"
"05/10/2019","408.32","408.32","408.32","408.32","","0.35%"
"05/09/2019","406.88","406.88","406.88","406.88","","-0.27%"
"05/08/2019","408.00","408.00","408.00","408.00","","-0.69%"
"05/07/2019","410.85","410.85","410.85","410.85","","-0.15%"
"05/06/2019","411.48","411.48","411.48","411.48","","-1.48%"
"05/03/2019","417.66","417.66","417.66","417.66","","-0.19%"
"05/02/2019","418.46","418.46","418.46","418.46","","0.21%"
"04/26/2019","417.57","417.57","417.57","417.57","","0.83%"
"04/25/2019","414.12","414.12","414.12","414.12","","-0.29%"
"04/24/2019","415.33","415.33","415.33","415.33","","1.32%"
"04/23/2019","409.93","409.93","409.93","409.93","","0.14%"
"04/22/2019","409.35","409.35","409.35","409.35","","-0.03%"
"04/19/2019","409.48","409.48","409.48","409.48","","0.28%"
"04/18/2019","408.33","408.33","408.33","408.33","","-0.67%"
"04/17/2019","411.10","411.10","411.10","411.10","","-0.84%"
"04/16/2019","414.60","414.60","414.60","414.60","","-0.85%"
"04/12/2019","418.15","418.15","418.15","418.15","","-0.28%"
"04/11/2019","419.31","419.31","419.31","419.31","","0.60%"
"04/10/2019","416.79","416.79","416.79","416.79","","-0.65%"
"04/09/2019","419.53","419.53","419.53","419.53","","-1.30%"
"04/08/2019","425.04","425.04","425.04","425.04","","0.65%"
"04/05/2019","422.28","422.28","422.28","422.28","","0.28%"
"04/04/2019","421.08","421.08","421.08","421.08","","0.12%"
"04/03/2019","420.59","420.59","420.59","420.59","","-0.42%"
"04/02/2019","422.38","422.38","422.38","422.38","","0.00%"
"04/01/2019","422.40","422.40","422.40","422.40","","1.64%"
"03/29/2019","415.57","415.57","415.57","415.57","","-0.16%"
"03/28/2019","416.25","416.25","416.25","416.25","","0.67%"
"03/27/2019","413.48","413.48","413.48","413.48","","0.90%"
"03/26/2019","409.79","409.79","409.79","409.79","","0.06%"
"03/25/2019","409.54","409.54","409.54","409.54","","-2.07%"
"03/22/2019","418.20","418.20","418.20","418.20","","0.90%"
"03/21/2019","414.46","414.46","414.46","414.46","","-2.42%"
"03/20/2019","424.72","424.72","424.72","424.72","","-0.88%"
"03/19/2019","428.51","428.51","428.51","428.51","","-0.45%"
"03/18/2019","430.44","430.44","430.44","430.44","","0.78%"
"03/15/2019","427.12","427.12","427.12","427.12","","-1.30%"
"03/14/2019","432.75","432.75","432.75","432.75","","0.22%"
"03/13/2019","431.79","431.79","431.79","431.79","","0.57%"
"03/12/2019","429.36","429.36","429.36","429.36","","1.34%"
"03/11/2019","423.67","423.67","423.67","423.67","","0.19%"
"03/08/2019","422.85","422.85","422.85","422.85","","-0.84%"
"03/07/2019","426.43","426.43","426.43","426.43","","-0.01%"
"03/06/2019","426.48","426.48","426.48","426.48","","0.23%"
"03/05/2019","425.50","425.50","425.50","425.50","","-0.76%"
"03/04/2019","428.77","428.77","428.77","428.77","","1.50%"
"03/01/2019","422.44","422.44","422.44","422.44","","1.71%"
"02/28/2019","415.34","415.34","415.34","415.34","","-3.34%"
"02/27/2019","429.71","429.71","429.71","429.71","","0.53%"
"02/26/2019","427.45","427.45","427.45","427.45","","-0.84%"
"02/25/2019","431.05","431.05","431.05","431.05","","0.49%"
"02/22/2019","428.93","428.93","428.93","428.93","","-0.16%"
"02/21/2019","429.60","429.60","429.60","429.60","","3.38%"
"02/20/2019","415.57","415.57","415.57","415.57","","0.93%"
"02/19/2019","411.73","411.73","411.73","411.73","","1.16%"
"02/18/2019","407.02","407.02","407.02","407.02","","1.41%"
"02/15/2019","401.36","401.36","401.36","401.36","","-0.38%"
"02/14/2019","402.89","402.89","402.89","402.89","","1.49%"
"02/13/2019","396.97","396.97","396.97","396.97","","1.30%"
"02/12/2019","391.89","391.89","391.89","391.89","","1.57%"
"02/11/2019","385.82","385.82","385.82","385.82","","2.49%"
"02/01/2019","376.43","376.43","376.43","376.43","","-0.80%"
"01/31/2019","379.46","379.46","379.46","379.46","","-0.99%"
"01/30/2019","383.27","383.27","383.27","383.27","","-0.42%"
"01/29/2019","384.87","384.87","384.87","384.87","","0.37%"
"01/28/2019","383.44","383.44","383.44","383.44","","0.83%"
"01/25/2019","380.28","380.28","380.28","380.28","","-0.02%"
"01/24/2019","380.35","380.35","380.35","380.35","","0.03%"
"01/23/2019","380.25","380.25","380.25","380.25","","0.12%"
"01/22/2019","379.79","379.79","379.79","379.79","","-0.45%"
"01/21/2019","381.52","381.52","381.52","381.52","","0.31%"
"01/18/2019","380.33","380.33","380.33","380.33","","0.25%"
"01/17/2019","379.38","379.38","379.38","379.38","","-1.13%"
"01/16/2019","383.72","383.72","383.72","383.72","","-0.02%"
"01/15/2019","383.78","383.78","383.78","383.78","","1.06%"
"01/14/2019","379.76","379.76","379.76","379.76","","0.05%"
"01/11/2019","379.57","379.57","379.57","379.57","","0.88%"
"01/10/2019","376.25","376.25","376.25","376.25","","0.44%"
"01/09/2019","374.61","374.61","374.61","374.61","","1.15%"
"01/08/2019","370.35","370.35","370.35","370.35","","-0.74%"
"01/07/2019","373.11","373.11","373.11","373.11","","1.16%"
"01/04/2019","368.84","368.84","368.84","368.84","","0.45%"
"01/03/2019","367.20","367.20","367.20","367.20","","-1.50%"
"01/02/2019","372.81","372.81","372.81","372.81","","1.56%"
"12/28/2018","367.07","367.07","367.07","367.07","","-2.23%"
"12/27/2018","375.43","375.43","375.43","375.43","","0.54%"
"12/26/2018","373.41","373.41","373.41","373.41","","-0.99%"
"12/25/2018","377.16","377.16","377.16","377.16","","-0.20%"
"12/24/2018","377.91","377.91","377.91","377.91","","0.49%"
"12/21/2018","376.07","376.07","376.07","376.07","","-1.67%"
"12/20/2018","382.47","382.47","382.47","382.47","","-0.48%"
"12/19/2018","384.30","384.30","384.30","384.30","","-1.09%"
"12/18/2018","388.54","388.54","388.54","388.54","","-1.22%"
"12/17/2018","393.33","393.33","393.33","393.33","","-1.88%"
"12/14/2018","400.88","400.88","400.88","400.88","","-0.83%"
"12/13/2018","404.23","404.23","404.23","404.23","","0.27%"
"12/12/2018","403.13","403.13","403.13","403.13","","0.45%"
"12/11/2018","401.34","401.34","401.34","401.34","","0.06%"
"12/10/2018","401.10","401.10","401.10","401.10","","-0.42%"
"12/07/2018","402.79","402.79","402.79","402.79","","0.34%"
"12/06/2018","401.41","401.41","401.41","401.41","","-0.27%"
"12/05/2018","402.49","402.49","402.49","402.49","","-0.41%"
"12/04/2018","404.13","404.13","404.13","404.13","","1.61%"
"12/03/2018","397.71","397.71","397.71","397.71","","2.29%"
"11/30/2018","388.82","388.82","388.82","388.82","","-0.55%"
"11/29/2018","390.97","390.97","390.97","390.97","","-0.52%"
"11/28/2018","393.00","393.00","393.00","393.00","","0.39%"
"11/27/2018","391.46","391.46","391.46","391.46","","0.64%"
"11/26/2018","388.96","388.96","388.96","388.96","","1.23%"
"11/23/2018","384.25","384.25","384.25","384.25","","-0.75%"
"11/22/2018","387.16","387.16","387.16","387.16","","0.18%"
"11/21/2018","386.45","386.45","386.45","386.45","","0.76%"
"11/20/2018","383.54","383.54","383.54","383.54","","1.09%"
"11/19/2018","379.42","379.42","379.42","379.42","","2.27%"
"11/16/2018","371.00","371.00","371.00","371.00","","-1.42%"
"11/15/2018","376.34","376.34","376.34","376.34","","-0.71%"
"11/14/2018","379.03","379.03","379.03","379.03","","-0.09%"
"11/13/2018","379.36","379.36","379.36","379.36","","-1.77%"
"11/12/2018","386.19","386.19","386.19","386.19","","0.06%"
"11/09/2018","385.97","385.97","385.97","385.97","","-0.94%"
"11/08/2018","389.64","389.64","389.64","389.64","","0.56%"
"11/07/2018","387.48","387.48","387.48","387.48","","0.29%"
"11/06/2018","386.35","386.35","386.35","386.35","","-0.36%"
"11/05/2018","387.73","387.73","387.73","387.73","","0.20%"
"11/02/2018","386.94","386.94","386.94","386.94","","2.17%"
"11/01/2018","378.73","378.73","378.73","378.73","","-0.72%"
"10/31/2018","381.49","381.49","381.49","381.49","","3.07%"
"10/30/2018","370.14","370.14","370.14","370.14","","-0.46%"
"10/29/2018","371.85","371.85","371.85","371.85","","-1.02%"
"10/26/2018","375.68","375.68","375.68","375.68","","-1.21%"
"10/25/2018","380.28","380.28","380.28","380.28","","-1.30%"
"10/24/2018","385.27","385.27","385.27","385.27","","-1.24%"
"10/23/2018","390.09","390.09","390.09","390.09","","-1.44%"
"10/22/2018","395.79","395.79","395.79","395.79","","-0.63%"
"10/19/2018","398.31","398.31","398.31","398.31","","-0.31%"
"10/18/2018","399.56","399.56","399.56","399.56","","-0.76%"
"10/17/2018","402.61","402.61","402.61","402.61","","1.06%"
"10/16/2018","398.38","398.38","398.38","398.38","","1.53%"
"10/15/2018","392.36","392.36","392.36","392.36","","-2.05%"
"10/12/2018","400.56","400.56","400.56","400.56","","2.31%"
"10/11/2018","391.50","391.50","391.50","391.50","","-4.48%"
"10/10/2018","409.86","409.86","409.86","409.86","","-0.37%"
"10/09/2018","411.37","411.37","411.37","411.37","","-0.36%"
"10/08/2018","412.87","412.87","412.87","412.87","","-1.53%"
"10/05/2018","419.30","419.30","419.30","419.30","","-1.42%"
"10/04/2018","425.32","425.32","425.32","425.32","","0.15%"
"10/03/2018","424.69","424.69","424.69","424.69","","-0.12%"
"10/02/2018","425.19","425.19","425.19","425.19","","0.26%"
"10/01/2018","424.08","424.08","424.08","424.08","","-0.76%"
"09/28/2018","427.33","427.33","427.33","427.33","","0.52%"
"09/27/2018","425.14","425.14","425.14","425.14","","0.78%"
"09/26/2018","421.87","421.87","421.87","421.87","","-0.23%"
"09/25/2018","422.85","422.85","422.85","422.85","","0.09%"
"09/24/2018","422.49","422.49","422.49","422.49","","1.62%"
"09/21/2018","415.75","415.75","415.75","415.75","","-0.23%"
"09/20/2018","416.72","416.72","416.72","416.72","","0.68%"
"09/19/2018","413.91","413.91","413.91","413.91","","0.06%"
"09/18/2018","413.67","413.67","413.67","413.67","","0.35%"
"09/17/2018","412.21","412.21","412.21","412.21","","-0.39%"
"09/14/2018","413.81","413.81","413.81","413.81","","0.24%"
"09/13/2018","412.80","412.80","412.80","412.80","","-0.15%"
"09/12/2018","413.42","413.42","413.42","413.42","","-0.09%"
"09/11/2018","413.79","413.79","413.79","413.79","","1.82%"
"09/10/2018","406.39","406.39","406.39","406.39","","-0.13%"
"09/07/2018","406.90","406.90","406.90","406.90","","1.55%"
"09/06/2018","400.70","400.70","400.70","400.70","","-0.75%"
"09/05/2018","403.74","403.74","403.74","403.74","","-1.40%"
"09/04/2018","409.47","409.47","409.47","409.47","","-1.54%"
"08/31/2018","415.86","415.86","415.86","415.86","","-0.74%"
"08/30/2018","418.94","418.94","418.94","418.94","","1.18%"
"08/29/2018","414.06","414.06","414.06","414.06","","-0.83%"
"08/28/2018","417.52","417.52","417.52","417.52","","0.37%"
"08/27/2018","415.99","415.99","415.99","415.99","","0.26%"
"08/24/2018","414.90","414.90","414.90","414.90","","-0.06%"
"08/23/2018","415.14","415.14","415.14","415.14","","0.38%"
"08/22/2018","413.58","413.58","413.58","413.58","","0.63%"
"08/21/2018","410.98","410.98","410.98","410.98","","0.91%"
"08/20/2018","407.27","407.27","407.27","407.27","","-0.07%"
"08/17/2018","407.55","407.55","407.55","407.55","","0.11%"
"08/16/2018","407.09","407.09","407.09","407.09","","-0.13%"
"08/15/2018","407.60","407.60","407.60","407.60","","-1.64%"
"08/14/2018","414.38","414.38","414.38","414.38","","0.71%"
"08/13/2018","411.47","411.47","411.47","411.47","","0.91%"
"08/10/2018","407.76","407.76","407.76","407.76","","0.41%"
"08/09/2018","406.11","406.11","406.11","406.11","","-1.09%"
"08/08/2018","410.57","410.57","410.57","410.57","","0.61%"
"08/07/2018","408.10","408.10","408.10","408.10","","-0.24%"
"08/06/2018","409.07","409.07","409.07","409.07","","0.35%"
"08/03/2018","407.64","407.64","407.64","407.64","","0.79%"
"08/02/2018","404.43","404.43","404.43","404.43","","-0.50%"
"08/01/2018","406.45","406.45","406.45","406.45","","0.06%"
"07/31/2018","406.19","406.19","406.19","406.19","","1.13%"
"07/30/2018","401.65","401.65","401.65","401.65","","0.49%"
"07/27/2018","399.68","399.68","399.68","399.68","","0.13%"
"07/26/2018","399.17","399.17","399.17","399.17","","0.89%"
"07/25/2018","395.64","395.64","395.64","395.64","","-0.38%"
"07/24/2018","397.14","397.14","397.14","397.14","","-0.31%"
"07/23/2018","398.36","398.36","398.36","398.36","","0.44%"
"07/20/2018","396.61","396.61","396.61","396.61","","-1.02%"
"07/19/2018","400.71","400.71","400.71","400.71","","0.69%"
"07/18/2018","397.95","397.95","397.95","397.95","","2.76%"
"07/17/2018","387.26","387.26","387.26","387.26","","1.64%"
"07/16/2018","381.03","381.03","381.03","381.03","","0.45%"
"07/13/2018","379.33","379.33","379.33","379.33","","1.41%"
"07/12/2018","374.06","374.06","374.06","374.06","","0.25%"
"07/11/2018","373.11","373.11","373.11","373.11","","-1.18%"
"07/10/2018","377.56","377.56","377.56","377.56","","-0.81%"
"07/09/2018","380.65","380.65","380.65","380.65","","-0.58%"
"07/06/2018","382.88","382.88","382.88","382.88","","0.91%"
"07/05/2018","379.43","379.43","379.43","379.43","","-1.56%"
"07/04/2018","385.46","385.46","385.46","385.46","","1.23%"
"07/03/2018","380.76","380.76","380.76","380.76","","-3.62%"
"07/02/2018","395.05","395.05","395.05","395.05","","-1.04%"
"06/29/2018","399.22","399.22","399.22","399.22","","0.12%"
"06/28/2018","398.75","398.75","398.75","398.75","","-1.24%"
"06/27/2018","403.74","403.74","403.74","403.74","","-1.51%"
"06/26/2018","409.93","409.93","409.93","409.93","","-0.78%"
"06/25/2018","413.15","413.15","413.15","413.15","","1.05%"
"06/22/2018","408.85","408.85","408.85","408.85","","2.08%"
"06/21/2018","400.51","400.51","400.51","400.51","","-1.63%"
"06/20/2018","407.13","407.13","407.13","407.13","","1.95%"
"06/19/2018","399.35","399.35","399.35","399.35","","-3.13%"
"06/18/2018","412.27","412.27","412.27","412.27","","-3.57%"
"06/15/2018","427.52","427.52","427.52","427.52","","-0.10%"
"06/14/2018","427.95","427.95","427.95","427.95","","-1.02%"
"06/13/2018","432.35","432.35","432.35","432.35","","1.26%"
"06/12/2018","426.99","426.99","426.99","426.99","","-1.04%"
"06/11/2018","431.49","431.49","431.49","431.49","","-0.15%"
"06/08/2018","432.14","432.14","432.14","432.14","","-0.27%"
"06/07/2018","433.33","433.33","433.33","433.33","","0.55%"
"06/06/2018","430.95","430.95","430.95","430.95","","1.01%"
"06/05/2018","426.65","426.65","426.65","426.65","","0.60%"
"06/04/2018","424.09","424.09","424.09","424.09","","2.22%"
"06/01/2018","414.89","414.89","414.89","414.89","","2.62%"
"05/31/2018","404.28","404.28","404.28","404.28","","3.00%"
"05/30/2018","392.51","392.51","392.51","392.51","","-0.12%"
"05/29/2018","392.98","392.98","392.98","392.98","","2.91%"
"05/28/2018","381.87","381.87","381.87","381.87","","-2.40%"
"05/25/2018","391.26","391.26","391.26","391.26","","-1.58%"
"05/24/2018","397.54","397.54","397.54","397.54","","-0.18%"
"05/23/2018","398.26","398.26","398.26","398.26","","0.54%"
"05/22/2018","396.11","396.11","396.11","396.11","","-4.53%"
"05/21/2018","414.90","414.90","414.90","414.90","","-3.59%"
"05/18/2018","430.36","430.36","430.36","430.36","","1.59%"
"05/17/2018","423.62","423.62","423.62","423.62","","-2.76%"
"05/16/2018","435.65","435.65","435.65","435.65","","-2.48%"
"05/15/2018","446.72","446.72","446.72","446.72","","-0.37%"
"05/14/2018","448.36","448.36","448.36","448.36","","2.89%"
"05/11/2018","435.76","435.76","435.76","435.76","","0.82%"
"05/10/2018","432.22","432.22","432.22","432.22","","-2.22%"
"05/09/2018","442.04","442.04","442.04","442.04","","-0.72%"
"05/08/2018","445.26","445.26","445.26","445.26","","-0.30%"
"05/07/2018","446.59","446.59","446.59","446.59","","2.66%"
"05/04/2018","435.03","435.03","435.03","435.03","","0.00%"
"05/03/2018","435.01","435.01","435.01","435.01","","-0.65%"
"05/02/2018","437.86","437.86","437.86","437.86","","-0.52%"
"04/27/2018","440.15","440.15","440.15","440.15","","1.32%"
"04/26/2018","434.40","434.40","434.40","434.40","","-3.26%"
"04/24/2018","449.03","449.03","449.03","449.03","","0.91%"
"04/23/2018","444.97","444.97","444.97","444.97","","-3.19%"
"04/20/2018","459.62","459.62","459.62","459.62","","1.99%"
"04/19/2018","450.66","450.66","450.66","450.66","","-3.84%"
"04/18/2018","468.67","468.67","468.67","468.67","","-1.61%"
"04/17/2018","476.35","476.35","476.35","476.35","","-0.35%"
"04/16/2018","478.04","478.04","478.04","478.04","","-0.74%"
"04/13/2018","481.58","481.58","481.58","481.58","","-0.54%"
"04/12/2018","484.18","484.18","484.18","484.18","","1.02%"
"04/11/2018","479.31","479.31","479.31","479.31","","-3.13%"
"04/10/2018","494.79","494.79","494.79","494.79","","-1.39%"
"04/09/2018","501.78","501.78","501.78","501.78","","0.51%"
"04/06/2018","499.21","499.21","499.21","499.21","","1.29%"
"04/05/2018","492.83","492.83","492.83","492.83","","0.12%"
"04/04/2018","492.22","492.22","492.22","492.22","","0.87%"
"04/03/2018","487.98","487.98","487.98","487.98","","-0.73%"
"04/02/2018","491.59","491.59","491.59","491.59","","1.18%"
"03/30/2018","485.88","485.88","485.88","485.88","","0.81%"
"03/29/2018","481.99","481.99","481.99","481.99","","-0.48%"
"03/28/2018","484.30","484.30","484.30","484.30","","0.46%"
"03/27/2018","482.09","482.09","482.09","482.09","","0.82%"
"03/26/2018","478.17","478.17","478.17","478.17","","1.09%"
"03/23/2018","473.02","473.02","473.02","473.02","","-1.81%"
"03/22/2018","481.75","481.75","481.75","481.75","","-0.29%"
"03/21/2018","483.13","483.13","483.13","483.13","","1.09%"
"03/20/2018","477.90","477.90","477.90","477.90","","0.27%"
"03/19/2018","476.62","476.62","476.62","476.62","","2.25%"
"03/16/2018","466.15","466.15","466.15","466.15","","-0.16%"
"03/15/2018","466.89","466.89","466.89","466.89","","-1.13%"
"03/14/2018","472.24","472.24","472.24","472.24","","0.36%"
"03/13/2018","470.56","470.56","470.56","470.56","","0.74%"
"03/12/2018","467.12","467.12","467.12","467.12","","-0.66%"
"03/09/2018","470.21","470.21","470.21","470.21","","-0.03%"
"03/08/2018","470.37","470.37","470.37","470.37","","1.71%"
"03/07/2018","462.47","462.47","462.47","462.47","","-0.34%"
"03/06/2018","464.05","464.05","464.05","464.05","","1.96%"
"03/05/2018","455.12","455.12","455.12","455.12","","-2.54%"
"03/02/2018","466.96","466.96","466.96","466.96","","0.24%"
"03/01/2018","465.86","465.86","465.86","465.86","","0.12%"
"02/28/2018","465.28","465.28","465.28","465.28","","0.36%"
"02/27/2018","463.60","463.60","463.60","463.60","","0.12%"
"02/26/2018","463.05","463.05","463.05","463.05","","1.38%"
"02/23/2018","456.74","456.74","456.74","456.74","","2.58%"
"02/22/2018","445.26","445.26","445.26","445.26","","-0.87%"
"02/21/2018","449.16","449.16","449.16","449.16","","2.25%"
"02/13/2018","439.28","439.28","439.28","439.28","","1.54%"
"02/12/2018","432.61","432.61","432.61","432.61","","3.29%"
"02/09/2018","418.84","418.84","418.84","418.84","","-2.47%"
"02/08/2018","429.45","429.45","429.45","429.45","","-1.30%"
"02/07/2018","435.12","435.12","435.12","435.12","","1.11%"
"02/06/2018","430.34","430.34","430.34","430.34","","-1.40%"
"02/05/2018","436.45","436.45","436.45","436.45","","-5.24%"
"02/02/2018","460.59","460.59","460.59","460.59","","0.50%"
"02/01/2018","458.32","458.32","458.32","458.32","","-0.95%"
"01/31/2018","462.70","462.70","462.70","462.70","","0.22%"
"01/30/2018","461.70","461.70","461.70","461.70","","-1.15%"
"01/29/2018","467.07","467.07","467.07","467.07","","-1.47%"
"01/26/2018","474.02","474.02","474.02","474.02","","1.11%"
"01/25/2018","468.83","468.83","468.83","468.83","","0.66%"
"01/24/2018","465.75","465.75","465.75","465.75","","-0.05%"
"01/23/2018","465.97","465.97","465.97","465.97","","0.00%"
"01/22/2018","465.97","465.97","465.97","465.97","","3.23%"
"01/19/2018","451.37","451.37","451.37","451.37","","1.07%"
"01/18/2018","446.58","446.58","446.58","446.58","","2.13%"
"01/17/2018","437.25","437.25","437.25","437.25","","-3.10%"
"01/16/2018","451.22","451.22","451.22","451.22","","-0.15%"
"01/15/2018","451.89","451.89","451.89","451.89","","1.57%"
"01/12/2018","444.91","444.91","444.91","444.91","","1.10%"
"01/11/2018","440.09","440.09","440.09","440.09","","1.17%"
"01/10/2018","435.01","435.01","435.01","435.01","","-0.12%"
"01/09/2018","435.52","435.52","435.52","435.52","","1.82%"
"01/08/2018","427.75","427.75","427.75","427.75","","2.12%"
"01/05/2018","418.88","418.88","418.88","418.88","","-0.12%"
"01/04/2018","419.39","419.39","419.39","419.39","","0.95%"
"01/03/2018","415.44","415.44","415.44","415.44","","1.19%"
"01/02/2018","410.56","410.56","410.56","410.56","","1.05%"
"12/29/2017","406.29","406.29","406.29","406.29","","1.60%"
"12/28/2017","399.89","399.89","399.89","399.89","","0.97%"
"12/27/2017","396.04","396.04","396.04","396.04","","0.53%"
"12/26/2017","393.97","393.97","393.97","393.97","","0.87%"
"12/25/2017","390.56","390.56","390.56","390.56","","0.39%"
"12/22/2017","389.04","389.04","389.04","389.04","","0.90%"
"12/21/2017","385.57","385.57","385.57","385.57","","-1.09%"
